label,diff
Nov-24,0.017
Dec-24,-0.017
Jan-25,-0.029
Feb-25,-0.013
Mar-25,0.05
Apr-25,-0.07
May-25,0.013
Jun-25,0.038
Jul-25,0.004
Aug-25,0.003
Sep-25,0.056
