label,diff
Nov-24,0.005
Dec-24,-0.029
Jan-25,0.002
Feb-25,-0.015
Mar-25,0.007
Apr-25,0.008
May-25,0.024
Jun-25,-0.024
Jul-25,0.005
Aug-25,-0.069
Sep-25,0.008
