system:time_start,0
"Nov 6, 2024",0.562
"Nov 11, 2024",0.578
"Nov 18, 2024",0.546
"Nov 28, 2024",0.579
"Dec 3, 2024",0.539
"Dec 6, 2024",0.522
"Dec 8, 2024",0.555
"Dec 16, 2024",0.555
"Dec 21, 2024",0.538
"Dec 23, 2024",0.524
"Dec 26, 2024",0.516
"Dec 28, 2024",0.507
"Dec 31, 2024",0.505
"Jan 12, 2025",0.516
"Jan 15, 2025",0.499
"Jan 17, 2025",0.469
"Jan 30, 2025",0.561
"Feb 1, 2025",0.506
"Feb 4, 2025",0.496
"Feb 6, 2025",0.502
"Feb 16, 2025",0.479
"Mar 28, 2025",0.547
"Mar 30, 2025",0.541
"Mar 31, 2025",0.549
"Apr 7, 2025",0.58
"Apr 17, 2025",0.609
"Apr 25, 2025",0.582
"Apr 27, 2025",0.591
"May 25, 2025",0.529
"May 27, 2025",0.518
"May 29, 2025",0.492
"May 30, 2025",0.482
"Jun 6, 2025",0.431
"Jun 8, 2025",0.421
"Jun 9, 2025",0.399
"Jun 14, 2025",0.434
"Jun 16, 2025",0.411
"Jun 18, 2025",0.413
"Jun 21, 2025",0.388
"Jun 21, 2025",0.38
"Jun 26, 2025",0.393
"Jun 28, 2025",0.378
"Jun 29, 2025",0.373
"Jul 1, 2025",0.347
"Jul 4, 2025",0.375
"Jul 6, 2025",0.369
"Jul 8, 2025",0.353
"Jul 9, 2025",0.358
"Jul 11, 2025",0.359
"Jul 11, 2025",0.364
"Jul 14, 2025",0.37
"Jul 16, 2025",0.35
"Jul 18, 2025",0.362
"Jul 19, 2025",0.358
"Jul 21, 2025",0.363
"Jul 21, 2025",0.366
"Jul 24, 2025",0.364
"Jul 26, 2025",0.355
"Jul 28, 2025",0.347
"Jul 29, 2025",0.36
"Jul 31, 2025",0.347
"Jul 31, 2025",0.344
"Aug 3, 2025",0.343
"Aug 5, 2025",0.337
"Aug 7, 2025",0.345
"Aug 8, 2025",0.33
"Aug 10, 2025",0.34
"Aug 10, 2025",0.337
"Aug 13, 2025",0.358
"Aug 15, 2025",0.307
"Aug 20, 2025",0.269
"Aug 20, 2025",0.292
"Aug 23, 2025",0.348
"Aug 27, 2025",0.293
"Aug 28, 2025",0.367
"Aug 30, 2025",0.364
"Aug 30, 2025",0.364
"Sep 4, 2025",0.37
"Sep 9, 2025",0.227
"Sep 9, 2025",0.201
"Sep 12, 2025",0.361
"Sep 14, 2025",0.363
"Sep 16, 2025",0.361
"Sep 17, 2025",0.361
"Sep 22, 2025",0.392
"Sep 24, 2025",0.388
